timestamp;cipher;mode;file;rounds;message;
2017-06-27-16.12.27.199;-;-;-;0;running for 100 ext rounds and 60 internal rounds;
2017-06-27-16.12.27.200;-;encrypt;-;0;start for images;
2017-06-27-16.12.29.373;-;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;done loading image;
2017-06-27-16.12.59.385;AES C;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;starting external rounds;
2017-06-27-16.12.59.392;AES C;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;starting round;
2017-06-27-16.17.38.035;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;0;7104;
2017-06-27-16.17.38.042;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;1;3729;
2017-06-27-16.17.38.052;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;2;3603;
2017-06-27-16.17.38.056;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;3;3609;
2017-06-27-16.17.38.058;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;4;3683;
2017-06-27-16.17.38.061;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;5;3913;
2017-06-27-16.17.38.066;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;6;3598;
2017-06-27-16.17.38.068;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;7;4703;
2017-06-27-16.17.38.070;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;8;5105;
2017-06-27-16.17.38.073;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;9;4145;
2017-06-27-16.17.38.076;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;10;3600;
2017-06-27-16.17.38.078;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;11;3618;
2017-06-27-16.17.38.081;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;12;3620;
2017-06-27-16.17.38.084;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;13;3606;
2017-06-27-16.17.38.088;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;14;3601;
2017-06-27-16.17.38.089;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;15;3602;
2017-06-27-16.17.38.089;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;16;3839;
2017-06-27-16.17.38.090;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;17;3598;
2017-06-27-16.17.38.090;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;18;3785;
2017-06-27-16.17.38.091;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;19;5402;
2017-06-27-16.17.38.091;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;20;4825;
2017-06-27-16.17.38.092;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;21;3789;
2017-06-27-16.17.38.092;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;22;3604;
2017-06-27-16.17.38.093;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;23;3621;
2017-06-27-16.17.38.094;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;24;3696;
2017-06-27-16.17.38.094;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;25;3862;
2017-06-27-16.17.38.095;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;26;3909;
2017-06-27-16.17.38.096;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;27;3599;
2017-06-27-16.17.38.096;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;28;3600;
2017-06-27-16.17.38.097;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;29;4780;
2017-06-27-16.17.38.097;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;30;4356;
2017-06-27-16.17.38.098;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;31;4724;
2017-06-27-16.17.38.098;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;32;3667;
2017-06-27-16.17.38.099;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;33;3750;
2017-06-27-16.17.38.099;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;34;3877;
2017-06-27-16.17.38.100;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;35;3781;
2017-06-27-16.17.38.100;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;36;3603;
2017-06-27-16.17.38.101;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;37;3609;
2017-06-27-16.17.38.102;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;38;3604;
2017-06-27-16.17.38.102;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;39;3842;
2017-06-27-16.17.38.103;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;40;3777;
2017-06-27-16.17.38.103;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;41;5395;
2017-06-27-16.17.38.104;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;42;4568;
2017-06-27-16.17.38.104;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;43;3683;
2017-06-27-16.17.38.105;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;44;3680;
2017-06-27-16.17.38.106;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;45;3756;
2017-06-27-16.17.38.106;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;46;3688;
2017-06-27-16.17.38.107;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;47;3626;
2017-06-27-16.17.38.107;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;48;3703;
2017-06-27-16.17.38.108;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;49;3723;
2017-06-27-16.17.38.109;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;50;3865;
2017-06-27-16.17.38.109;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;51;3598;
2017-06-27-16.17.38.110;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;52;3761;
2017-06-27-16.17.38.110;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;53;4921;
2017-06-27-16.17.38.111;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;54;5048;
2017-06-27-16.17.38.111;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;55;3870;
2017-06-27-16.17.38.112;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;56;3601;
2017-06-27-16.17.38.112;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;57;3603;
2017-06-27-16.17.38.113;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;58;3609;
