timestamp;cipher;mode;file;rounds;message;
2000-01-01-01.05.21.652;-;-;-;0;running for 100 ext rounds and 50 internal rounds;
2000-01-01-01.05.21.653;-;encrypt;-;0;start for images;
2000-01-01-01.05.24.123;-;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;done loading image;
2000-01-01-01.05.54.134;AES C;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;starting external rounds;
2000-01-01-01.05.54.141;AES C;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;starting round;
2000-01-01-01.09.51.492;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;0;6111;
2000-01-01-01.09.51.502;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;1;3953;
2000-01-01-01.09.51.504;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;2;4629;
2000-01-01-01.09.51.508;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;3;3605;
2000-01-01-01.09.51.510;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;4;3603;
2000-01-01-01.09.51.512;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;5;3599;
2000-01-01-01.09.51.518;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;6;3600;
2000-01-01-01.09.51.520;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;7;3614;
2000-01-01-01.09.51.522;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;8;3661;
2000-01-01-01.09.51.525;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;9;3753;
2000-01-01-01.09.51.526;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;10;3778;
2000-01-01-01.09.51.527;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;11;4692;
2000-01-01-01.09.51.527;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;12;4298;
2000-01-01-01.09.51.528;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;13;4236;
2000-01-01-01.09.51.529;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;14;3608;
2000-01-01-01.09.51.530;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;15;3751;
2000-01-01-01.09.51.530;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;16;3602;
2000-01-01-01.09.51.531;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;17;3603;
2000-01-01-01.09.51.531;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;18;3603;
2000-01-01-01.09.51.532;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;19;3603;
2000-01-01-01.09.51.532;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;20;3664;
2000-01-01-01.09.51.533;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;21;3795;
2000-01-01-01.09.51.533;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;22;3602;
2000-01-01-01.09.51.534;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;23;5179;
2000-01-01-01.09.51.534;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;24;5097;
2000-01-01-01.09.51.535;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;25;3736;
2000-01-01-01.09.51.536;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;26;3823;
2000-01-01-01.09.51.536;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;27;3710;
2000-01-01-01.09.51.537;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;28;3706;
2000-01-01-01.09.51.538;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;29;3826;
2000-01-01-01.09.51.538;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;30;3790;
2000-01-01-01.09.51.539;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;31;3863;
2000-01-01-01.09.51.539;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;32;4132;
2000-01-01-01.09.51.540;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;33;5105;
2000-01-01-01.09.51.540;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;34;4599;
2000-01-01-01.09.51.541;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;35;3612;
2000-01-01-01.09.51.541;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;36;3599;
2000-01-01-01.09.51.542;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;37;3604;
2000-01-01-01.09.51.542;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;38;3603;
2000-01-01-01.09.51.543;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;39;3606;
2000-01-01-01.09.51.544;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;40;3772;
2000-01-01-01.09.51.544;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;41;3755;
2000-01-01-01.09.51.545;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;42;4060;
2000-01-01-01.09.51.545;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;43;4547;
2000-01-01-01.09.51.546;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;44;4352;
2000-01-01-01.09.51.546;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;45;3746;
2000-01-01-01.09.51.547;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;46;3600;
2000-01-01-01.09.51.548;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;47;3604;
2000-01-01-01.09.51.548;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;48;3756;
2000-01-01-01.09.51.549;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;49;3601;
2000-01-01-01.09.51.549;AES C;times for ext round in ms;/sdcard/Download/testimages/1024x1024baby.png;0;237347;
2000-01-01-01.09.51.559;AES C;encrypt;/sdcard/Download/testimages/1024x1024baby.png;1;starting round;
2000-01-01-01.13.49.110;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;0;6503;
2000-01-01-01.13.49.113;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;1;3629;
2000-01-01-01.13.49.116;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;2;3636;
2000-01-01-01.13.49.118;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;3;3635;
2000-01-01-01.13.49.121;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;4;3636;
