timestamp;cipher;mode;file;rounds;message;
2017-06-22-16.22.48.183;Image Cipher 1;times for inner round in ms;/sdcard/Download/testimages/32x32image.png;0;207;
2017-06-22-16.22.48.187;Image Cipher 1;times for inner round in ms;/sdcard/Download/testimages/32x32image.png;1;62;
2017-06-22-16.22.48.189;Image Cipher 1;times for inner round in ms;/sdcard/Download/testimages/32x32image.png;2;43;
2017-06-22-16.22.48.192;Image Cipher 1;times for ext round in ms;/sdcard/Download/testimages/32x32image.png;1;2312;
2017-06-22-16.22.48.200;Image Cipher 1;decrypt;/sdcard/Download/testimages/32x32image.png;0;done with cipher;
2017-06-22-16.22.49.703;Image Cipher 2;decrypt;/sdcard/Download/testimages/32x32image.png;0;starting external rounds;
2017-06-22-16.22.49.705;Image Cipher 2;decrypt;/sdcard/Download/testimages/32x32image.png;0;starting round;
2017-06-22-16.22.51.911;Image Cipher 2;times for inner round in ms;/sdcard/Download/testimages/32x32image.png;0;137;
2017-06-22-16.22.51.915;Image Cipher 2;times for inner round in ms;/sdcard/Download/testimages/32x32image.png;1;30;
2017-06-22-16.22.51.917;Image Cipher 2;times for inner round in ms;/sdcard/Download/testimages/32x32image.png;2;34;
2017-06-22-16.22.51.919;Image Cipher 2;times for ext round in ms;/sdcard/Download/testimages/32x32image.png;0;2201;
2017-06-22-16.22.51.928;Image Cipher 2;decrypt;/sdcard/Download/testimages/32x32image.png;1;starting round;
2017-06-22-16.22.54.105;Image Cipher 2;times for inner round in ms;/sdcard/Download/testimages/32x32image.png;0;113;
2017-06-22-16.22.54.107;Image Cipher 2;times for inner round in ms;/sdcard/Download/testimages/32x32image.png;1;31;
2017-06-22-16.22.54.109;Image Cipher 2;times for inner round in ms;/sdcard/Download/testimages/32x32image.png;2;30;
2017-06-22-16.22.54.113;Image Cipher 2;times for ext round in ms;/sdcard/Download/testimages/32x32image.png;1;2174;
2017-06-22-16.22.54.122;Image Cipher 2;decrypt;/sdcard/Download/testimages/32x32image.png;0;done with cipher;
2017-06-22-16.22.54.125;-;decrypt;/sdcard/Download/testimages/32x32image.png;0;done with image;
2017-06-22-16.22.54.127;-;decrypt;-;0;done with mode;
