timestamp;cipher;mode;file;rounds;message;
2000-01-01-01.07.08.890;-;-;-;0;running for 1 ext rounds and 1 internal rounds;
2000-01-01-01.07.08.891;-;encrypt;-;0;start for images;
2000-01-01-01.07.11.459;-;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;done loading image;
2000-01-01-01.07.41.477;AES C;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;starting external rounds;
2000-01-01-01.07.41.481;AES C;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;starting round;
2000-01-01-01.08.28.113;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;0;6628;
2000-01-01-01.08.28.117;AES C;times for ext round in ms;/sdcard/Download/testimages/1024x1024baby.png;0;46628;
2000-01-01-01.08.28.178;AES C;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;done with cipher;
2000-01-01-01.08.28.218;-;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;done with image;
2000-01-01-01.08.28.238;-;encrypt;-;0;done with mode;
2000-01-01-02.08.43.930;-;-;-;0;running for 1 ext rounds and 1 internal rounds;
2000-01-01-02.08.43.930;-;encrypt;-;0;start for images;
2000-01-01-02.08.46.069;-;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;done loading image;
2000-01-01-02.09.16.079;AES C;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;starting external rounds;
2000-01-01-02.09.16.083;AES C;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;starting round;
2000-01-01-02.10.04.081;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;0;7995;
2000-01-01-02.10.04.084;AES C;times for ext round in ms;/sdcard/Download/testimages/1024x1024baby.png;0;47995;
2000-01-01-02.10.04.107;AES C;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;done with cipher;
2000-01-01-02.10.04.109;-;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;done with image;
2000-01-01-02.10.04.119;-;encrypt;-;0;done with mode;
2000-01-01-02.11.42.251;-;-;-;0;running for 1 ext rounds and 1 internal rounds;
2000-01-01-02.11.42.252;-;decrypt;-;0;start for images;
2000-01-01-02.11.44.940;-;decrypt;/sdcard/Download/testimages/1024x1024baby.png;0;done loading image;
2000-01-01-02.12.14.954;AES C;decrypt;/sdcard/Download/testimages/1024x1024baby.png;0;starting external rounds;
2000-01-01-02.12.14.956;AES C;decrypt;/sdcard/Download/testimages/1024x1024baby.png;0;starting round;
2000-01-01-02.13.01.853;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;0;6893;
2000-01-01-02.13.01.858;AES C;times for ext round in ms;/sdcard/Download/testimages/1024x1024baby.png;0;46893;
2000-01-01-02.13.01.875;AES C;decrypt;/sdcard/Download/testimages/1024x1024baby.png;0;done with cipher;
2000-01-01-02.13.01.876;-;decrypt;/sdcard/Download/testimages/1024x1024baby.png;0;done with image;
2000-01-01-02.13.01.876;-;decrypt;-;0;done with mode;
2000-01-01-02.36.21.455;-;-;-;0;running for 1 ext rounds and 1 internal rounds;
2000-01-01-02.36.21.456;-;encrypt;-;0;start for images;
2000-01-01-02.36.22.549;-;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;done loading image;
2000-01-01-02.36.52.561;AES C;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;starting external rounds;
2000-01-01-02.36.52.563;AES C;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;starting round;
2000-01-01-02.37.40.893;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;0;8326;
2000-01-01-02.37.40.898;AES C;times for ext round in ms;/sdcard/Download/testimages/1024x1024baby.png;0;48326;
2000-01-01-02.37.40.959;AES C;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;done with cipher;
2000-01-01-02.38.10.988;AES Java;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;starting external rounds;
2000-01-01-02.38.11.018;AES Java;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;starting round;
2000-01-01-02.38.53.968;AES Java;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;0;2946;
2000-01-01-02.38.53.971;AES Java;times for ext round in ms;/sdcard/Download/testimages/1024x1024baby.png;0;42947;
2000-01-01-02.38.54.016;AES Java;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;done with cipher;
2000-01-01-02.39.24.029;Image Cipher 1;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;starting external rounds;
2000-01-01-02.39.24.039;Image Cipher 1;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;starting round;
2000-01-01-02.55.01.316;Image Cipher 1;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;0;897267;
2000-01-01-02.55.01.319;Image Cipher 1;times for ext round in ms;/sdcard/Download/testimages/1024x1024baby.png;0;937267;
2000-01-01-02.55.01.357;Image Cipher 1;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;done with cipher;
2000-01-01-02.55.31.369;Image Cipher 2;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;starting external rounds;
2000-01-01-02.55.31.384;Image Cipher 2;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;starting round;
2000-01-01-02.56.30.550;Image Cipher 2;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;0;19154;
2000-01-01-02.56.30.554;Image Cipher 2;times for ext round in ms;/sdcard/Download/testimages/1024x1024baby.png;0;59163;
2000-01-01-02.56.30.570;Image Cipher 2;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;done with cipher;
2000-01-01-02.56.30.594;-;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;done with image;
2000-01-01-02.56.30.631;-;encrypt;-;0;done with mode;
