timestamp;cipher;mode;file;rounds;message;
2017-06-27-16.06.45.559;-;-;-;0;running for 100 ext rounds and 20 internal rounds;
2017-06-27-16.06.45.559;-;encrypt;-;0;start for images;
2017-06-27-16.06.48.319;-;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;done loading image;
2017-06-27-16.07.18.321;AES C;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;starting external rounds;
2017-06-27-16.07.18.381;AES C;encrypt;/sdcard/Download/testimages/1024x1024baby.png;0;starting round;
2017-06-27-16.09.23.236;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;0;7116;
2017-06-27-16.09.23.243;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;1;3678;
2017-06-27-16.09.23.253;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;2;4788;
2017-06-27-16.09.23.258;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;3;4305;
2017-06-27-16.09.23.260;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;4;4793;
2017-06-27-16.09.23.263;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;5;3629;
2017-06-27-16.09.23.266;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;6;3793;
2017-06-27-16.09.23.269;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;7;3862;
2017-06-27-16.09.23.271;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;8;3733;
2017-06-27-16.09.23.273;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;9;3738;
2017-06-27-16.09.23.276;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;10;3721;
2017-06-27-16.09.23.278;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;11;3635;
2017-06-27-16.09.23.281;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;12;3638;
2017-06-27-16.09.23.284;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;13;4336;
2017-06-27-16.09.23.287;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;14;5461;
2017-06-27-16.09.23.289;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;15;5077;
2017-06-27-16.09.23.291;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;16;4312;
2017-06-27-16.09.23.293;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;17;3695;
2017-06-27-16.09.23.297;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;18;3764;
2017-06-27-16.09.23.299;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;19;3735;
2017-06-27-16.09.23.301;AES C;times for ext round in ms;/sdcard/Download/testimages/1024x1024baby.png;0;124811;
2017-06-27-16.09.23.330;AES C;encrypt;/sdcard/Download/testimages/1024x1024baby.png;1;starting round;
2017-06-27-16.11.22.865;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;0;6317;
2017-06-27-16.11.22.869;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;1;3605;
2017-06-27-16.11.22.871;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;2;3739;
2017-06-27-16.11.22.873;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;3;3604;
2017-06-27-16.11.22.877;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;4;3603;
2017-06-27-16.11.22.879;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;5;3602;
2017-06-27-16.11.22.881;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;6;3605;
2017-06-27-16.11.22.883;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;7;3600;
2017-06-27-16.11.22.886;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;8;3601;
2017-06-27-16.11.22.889;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;9;3600;
2017-06-27-16.11.22.891;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;10;4354;
2017-06-27-16.11.22.893;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;11;5726;
2017-06-27-16.11.22.895;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;12;4713;
2017-06-27-16.11.22.899;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;13;3729;
2017-06-27-16.11.22.901;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;14;3743;
2017-06-27-16.11.22.903;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;15;3864;
2017-06-27-16.11.22.905;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;16;3713;
2017-06-27-16.11.22.909;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;17;3604;
2017-06-27-16.11.22.911;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;18;3603;
2017-06-27-16.11.22.913;AES C;times for inner round in ms;/sdcard/Download/testimages/1024x1024baby.png;19;3607;
2017-06-27-16.11.22.915;AES C;times for ext round in ms;/sdcard/Download/testimages/1024x1024baby.png;1;119532;
